ListingID,VehEngine,SellerListSrc,SellerState,VehFuel,VehColorExt,VehColorInt,VehTransmission,VehPriceLabel,VehDriveTrain,Vehicle_Trim,VehMake,VehModel,RatingCategory,SellerCategory,SellerIsPriv,SourceCategory,VehCertified
6261500,3.6L V6,Inventory Command Center,MN,Gasoline,White,black,Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Average Rating,Low Volume Sellers,False,High-Frequency Sources,False
6262329,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),TX,Gasoline,Blue,other,8-Speed Automatic,Good Deal,AWD,Premium Luxury,Cadillac,XT5,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
6265074,3.6L V6,HomeNet Automotive,KY,Gasoline,Red,other,8-Speed Automatic,Fair Price,4WD,Limited,Jeep,Grand Cherokee,Low Rating,Low Volume Sellers,False,High-Frequency Sources,False
6265289,3.6L V6,Jeep Certified Program,MD,Gasoline,Black,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Average Rating,Medium Volume Sellers,False,Medium-Frequency Sources,True
6265786,3.6L V6 24V MPFI DOHC,Jeep Certified Program,KY,Gasoline,White,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,Medium-Frequency Sources,True
6269667,6.4L V8,Inventory Command Center,IN,Gasoline,Other,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
6269716,3.6L V6,Jeep Certified Program,MN,Gasoline,Other,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Good Rating,High Volume Sellers,False,Medium-Frequency Sources,True
6270619,3.6L V6,Digital Motorworks (DMi),NC,E85 Flex Fuel,Silver,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,False
6271849,3.6L V6 24V MPFI DOHC,Jeep Certified Program,WI,Gasoline,Black,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,Medium-Frequency Sources,True
6273857,unknown,Jeep Certified Program,PA,Gasoline,Red,black,Automatic,Good Deal,unknown,unknown,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,Medium-Frequency Sources,True
6273905,3.6L V6,HomeNet Automotive,WI,Gasoline,Other,other,8-Speed Automatic,Fair Price,4WD,Premium Luxury,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,False
6277207,3.6L V6,HomeNet Automotive,KY,Gasoline,Black,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,High Volume Sellers,False,High-Frequency Sources,False
6277367,3.6L V6,Digital Motorworks (DMi),NY,E85 Flex Fuel,Red,black,8-Speed Automatic,Great Deal,4WD,Limited,Jeep,Grand Cherokee,Good Rating,Rare Sellers,False,High-Frequency Sources,False
6279586,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),IL,Gasoline,Red,black,8-Speed Automatic,Good Deal,FWD,Luxury,Cadillac,XT5,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
6279609,3.6L V6,HomeNet Automotive,CO,Gasoline,Silver,black,8-Speed Automatic,Good Deal,AWD,Luxury,Cadillac,XT5,Good Rating,Low Volume Sellers,False,High-Frequency Sources,False
6280574,3.6L V6 24V MPFI DOHC,Jeep Certified Program,MI,Gasoline,Black,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,Medium-Frequency Sources,True
6281215,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),IL,Gasoline,Blue,tan,8-Speed Automatic,Good Deal,4WD,Premium Luxury,Jeep,Grand Cherokee,Average Rating,Medium Volume Sellers,False,High-Frequency Sources,False
6281295,3.6L V6,Digital Motorworks (DMi),IL,E85 Flex Fuel,Black,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Low Rating,Medium Volume Sellers,False,High-Frequency Sources,False
6282489,unknown,HomeNet Automotive,MO,Gasoline,Black,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
6283666,3.6L V6,HomeNet Automotive,WI,Gasoline,Silver,other,8-Speed Automatic,Good Deal,4WD,Trailhawk,Jeep,Grand Cherokee,Average Rating,High Volume Sellers,False,High-Frequency Sources,False
6285508,3.6L V6,Inventory Command Center,IN,Gasoline,Other,unknown,Automatic,Good Deal,4WD,Premium Luxury,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,False
6285641,3.6L V6,HomeNet Automotive,AL,Gasoline,Blue,other,8-Speed Automatic,Good Deal,4WD,Trailhawk,Jeep,Grand Cherokee,Average Rating,High Volume Sellers,False,High-Frequency Sources,False
6285883,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),OH,Gasoline,Silver,black,8-Speed Automatic,Great Deal,AWD,Luxury,Cadillac,XT5,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,True
6290947,unknown,Jeep Certified Program,PA,Gasoline,Silver,black,Automatic,Good Deal,unknown,unknown,Jeep,Grand Cherokee,Excellent Rating,Rare Sellers,False,Medium-Frequency Sources,True
6291348,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),IN,Gasoline,Red,black,8-Speed Automatic,Fair Price,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
6292535,3.6L V6,Inventory Command Center,IL,Gasoline,Other,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,False
6292692,3.6L V6 24V MPFI DOHC,Jeep Certified Program,PA,Gasoline,White,brown,8-Speed Automatic,Good Deal,4WD,Premium Luxury,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,Medium-Frequency Sources,True
6292932,3.6L V6,Digital Motorworks (DMi),NY,E85 Flex Fuel,Other,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Average Rating,Low Volume Sellers,False,High-Frequency Sources,False
6296123,3.6L V6,HomeNet Automotive,WI,Gasoline,Blue,black,8-Speed Automatic,Great Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
6299030,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),CO,Gasoline,Other,other,8-Speed Automatic,Fair Price,AWD,Luxury,Cadillac,XT5,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,False
6299605,3.6L V6,Inventory Command Center,IN,Gasoline,Black,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
6299668,3.6L V6,Digital Motorworks (DMi),PA,E85 Flex Fuel,White,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
6299949,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),NC,Gasoline,Other,other,8-Speed Automatic,Good Deal,4WD,Premium Luxury,Jeep,Grand Cherokee,Average Rating,Rare Sellers,False,High-Frequency Sources,False
6302368,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),PA,Gasoline,Silver,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,False
6303461,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),TX,Gasoline,Other,unknown,8-Speed Automatic,Good Deal,AWD,Luxury,Cadillac,XT5,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
6305192,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),IN,Gasoline,Black,other,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
6305417,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),IN,Gasoline,Black,tan,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
6306325,unknown,Jeep Certified Program,WI,Gasoline,Brown,other,Automatic,Good Deal,unknown,unknown,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,Medium-Frequency Sources,True
6306791,3.6L V6 24V MPFI DOHC,Jeep Certified Program,WI,Gasoline,White,black,8-Speed Automatic,Good Deal,4WD,Premium Luxury,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,Medium-Frequency Sources,True
6307127,unknown,Jeep Certified Program,MD,Gasoline,Brown,unknown,Automatic,Fair Price,unknown,unknown,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,Medium-Frequency Sources,True
6307537,5.7L V8,HomeNet Automotive,IL,Gasoline,Black,other,8-Speed Automatic,Fair Price,4WD,Premium Luxury,Jeep,Grand Cherokee,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
6308782,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),NY,Gasoline,Silver,black,8-Speed Automatic,Good Deal,AWD,Premium Luxury,Cadillac,XT5,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
6311846,V6,Inventory Command Center,MI,Gasoline,Other,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Average Rating,Low Volume Sellers,False,High-Frequency Sources,False
6313936,3.6L V6,Inventory Command Center,IL,Gasoline,White,black,8-Speed Automatic,Good Deal,4WD,Premium Luxury,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,False
6314298,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),WI,Gasoline,Silver,unknown,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,False
6314643,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),NY,Gasoline,White,black,8-Speed Automatic,Good Deal,AWD,Luxury,Cadillac,XT5,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
6316158,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),MD,Gasoline,White,other,8-Speed Automatic,Good Deal,AWD,Luxury,Cadillac,XT5,Low Rating,Low Volume Sellers,False,High-Frequency Sources,False
6317978,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),LA,Gasoline,Blue,black,8-Speed Automatic,Good Deal,AWD,Premium Luxury,Cadillac,XT5,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
6319552,3.6L V6,Digital Motorworks (DMi),WI,E85 Flex Fuel,Black,black,8-Speed Automatic,Great Deal,4WD,Limited,Jeep,Grand Cherokee,Low Rating,Medium Volume Sellers,False,High-Frequency Sources,False
6322135,3.6L V6,Jeep Certified Program,MO,Gasoline,Red,black,8-Speed Automatic,Great Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,Medium-Frequency Sources,True
6322568,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),AL,Gasoline,Black,black,8-Speed Automatic,Fair Price,FWD,Premium Luxury,Cadillac,XT5,Low Rating,Rare Sellers,False,High-Frequency Sources,False
6326181,V8,Inventory Command Center,VA,Gasoline,Other,other,Automatic,Good Deal,4WD,Trailhawk,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
6328149,3.6L V6,Inventory Command Center,OH,Gasoline,Other,black,8-Speed Automatic,Great Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
6329794,3.6L V6,HomeNet Automotive,FL,Gasoline,Other,black,8-Speed Automatic,Great Deal,FWD,Premium Luxury,Cadillac,XT5,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,True
6337158,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),KY,Gasoline,Black,black,8-Speed Automatic,Great Deal,AWD,Premium Luxury,Cadillac,XT5,Good Rating,Low Volume Sellers,False,High-Frequency Sources,False
6337595,unknown,Cadillac Certified Program,KY,Gasoline,Red,unknown,unknown,Good Deal,unknown,unknown,Cadillac,XT5,Excellent Rating,Low Volume Sellers,False,Medium-Frequency Sources,True
6338907,3.6L V6,My Dealer Center,OH,Gasoline,Red,black,unknown,Good Deal,4WD,Premium Luxury,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,Other Sources,False
6339214,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),NC,Gasoline,Silver,black,8-Speed Automatic,Good Deal,AWD,Luxury,Cadillac,XT5,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
6339631,3.6L V6,Inventory Command Center,IN,Gasoline,Red,other,8-Speed Automatic,Good Deal,FWD,Premium Luxury,Cadillac,XT5,Low Rating,Rare Sellers,False,High-Frequency Sources,False
6341491,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),IL,Gasoline,Black,other,8-Speed Automatic,Fair Price,4WD,Premium Luxury,Jeep,Grand Cherokee,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
6342962,3.6L V6,HomeNet Automotive,NY,Gasoline,Other,other,8-Speed Automatic,Good Deal,4WD,Premium Luxury,Jeep,Grand Cherokee,Average Rating,High Volume Sellers,False,High-Frequency Sources,False
6343608,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),TN,Gasoline,Silver,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,High Volume Sellers,False,High-Frequency Sources,False
6343695,3.6L V6,HomeNet Automotive,FL,Gasoline,Red,beige,8-Speed Automatic,Fair Price,FWD,Luxury,Cadillac,XT5,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,True
6345540,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),MN,Gasoline,Black,black,8-Speed Automatic,Good Deal,AWD,Premium Luxury,Cadillac,XT5,Good Rating,Low Volume Sellers,False,High-Frequency Sources,False
6347025,5.7L V8,Digital Motorworks (DMi),PA,Gasoline,Brown,brown,8-Speed Automatic,Good Deal,4WD,Premium Luxury,Jeep,Grand Cherokee,Excellent Rating,High Volume Sellers,False,High-Frequency Sources,False
6347643,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),FL,Gasoline,White,other,8-Speed Automatic,Good Deal,FWD,Premium Luxury,Cadillac,XT5,Good Rating,Low Volume Sellers,False,High-Frequency Sources,True
6349660,3.6L V6,HomeNet Automotive,FL,Gasoline,Other,beige,8-Speed Automatic,Great Deal,FWD,FWD,Cadillac,XT5,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,True
6350252,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),MI,Gasoline,Black,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
6350774,3.6L V6,Inventory Command Center,OH,Gasoline,Silver,black,Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Average Rating,Medium Volume Sellers,False,High-Frequency Sources,False
6352094,3.6L V6,HomeNet Automotive,MO,Gasoline,Red,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,High Volume Sellers,False,High-Frequency Sources,False
6353070,3.6L V6,HomeNet Automotive,OH,Gasoline,Other,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,False
6353684,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),AL,Gasoline,Other,black,8-Speed Automatic,Good Deal,AWD,Luxury,Cadillac,XT5,Low Rating,Rare Sellers,False,High-Frequency Sources,False
6353971,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),ID,Gasoline,White,other,8-Speed Automatic,Good Deal,FWD,Base,Cadillac,XT5,Good Rating,Low Volume Sellers,False,High-Frequency Sources,False
6357791,3.6L V6,Inventory Command Center,MD,Gasoline,Silver,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Average Rating,Rare Sellers,False,High-Frequency Sources,False
6357869,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),OH,Gasoline,White,other,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Good Rating,Medium Volume Sellers,False,High-Frequency Sources,False
6362157,3.6L V6,Jeep Certified Program,TN,Gasoline,Red,other,8-Speed Automatic,Good Deal,4WD,Trailhawk,Jeep,Grand Cherokee,Excellent Rating,Rare Sellers,False,Medium-Frequency Sources,True
6363609,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),KY,Gasoline,Other,black,8-Speed Automatic,Great Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
6364379,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),PA,Gasoline,Black,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
6366110,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),VA,Gasoline,Silver,other,8-Speed Automatic,Good Deal,FWD,Base,Cadillac,XT5,Excellent Rating,High Volume Sellers,False,High-Frequency Sources,False
6366183,5.7L V8,Digital Motorworks (DMi),IL,Gasoline,Other,unknown,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,False
6366915,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),IN,Gasoline,Black,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
6367599,3.6L V6,Inventory Command Center,MI,Gasoline,Silver,black,Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
6374721,3.6L V6,HomeNet Automotive,IL,Gasoline,Black,black,8-Speed Automatic,Great Deal,4WD,Limited,Jeep,Grand Cherokee,Good Rating,High Volume Sellers,False,High-Frequency Sources,False
6377789,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),OH,Gasoline,Other,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
6377958,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),VA,Gasoline,Brown,tan,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Low Rating,Medium Volume Sellers,False,High-Frequency Sources,False
6378013,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),VA,Gasoline,Brown,black,8-Speed Automatic,Great Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
6379671,3.6L V6 24V MPFI DOHC,Jeep Certified Program,MI,Gasoline,White,other,8-Speed Automatic,Good Deal,unknown,Limited,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,Medium-Frequency Sources,True
6379896,5.7L V8,Inventory Command Center,PA,Gasoline,White,black,8-Speed Automatic,Good Deal,4WD,Trailhawk,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
6380256,3.6L V6,HomeNet Automotive,GA,Gasoline,White,black,8-Speed Automatic,Good Deal,FWD,Luxury,Cadillac,XT5,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,False
6381396,3.6L V6,Inventory Command Center,GA,Gasoline,Silver,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
6381804,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),NE,Gasoline,Blue,other,8-Speed Automatic,Good Deal,AWD,Premium Luxury,Cadillac,XT5,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
6383246,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),OH,Gasoline,Black,unknown,8-Speed Automatic,Good Deal,AWD,Premium Luxury,Cadillac,XT5,Good Rating,Rare Sellers,False,High-Frequency Sources,False
6384018,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),IN,Gasoline,Other,other,8-Speed Automatic,Good Deal,FWD,Luxury,Cadillac,XT5,Average Rating,Medium Volume Sellers,False,High-Frequency Sources,True
6384266,3.6L V6,HomeNet Automotive,GA,Gasoline,Other,black,8-Speed Automatic,Good Deal,4WD,Premium Luxury,Jeep,Grand Cherokee,Good Rating,High Volume Sellers,False,High-Frequency Sources,False
6384759,V6,Inventory Command Center,IL,Gasoline,Black,black,8-Speed Automatic,Good Deal,4WD,Premium Luxury,Jeep,Grand Cherokee,Average Rating,Rare Sellers,False,High-Frequency Sources,False
6387404,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),TX,Gasoline,Silver,black,8-Speed Automatic,Great Deal,AWD,Luxury,Cadillac,XT5,Low Rating,Low Volume Sellers,False,High-Frequency Sources,False
6389393,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),NY,Gasoline,Red,unknown,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
6389725,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),MI,Gasoline,White,black,8-Speed Automatic,Fair Price,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,False
6392326,unknown,Cadillac Certified Program,NC,Gasoline,Silver,unknown,unknown,Great Deal,unknown,unknown,Cadillac,XT5,Excellent Rating,Low Volume Sellers,False,Medium-Frequency Sources,True
6393544,3.6L V6,HomeNet Automotive,IL,Gasoline,Blue,other,8-Speed Automatic,Fair Price,4WD,Premium Luxury,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,False
6395803,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),KY,Gasoline,Red,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
6398094,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),MI,Gasoline,Blue,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
6400857,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),IL,Gasoline,Blue,other,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,High Volume Sellers,False,High-Frequency Sources,False
6401986,unknown,Cadillac Certified Program,TX,Gasoline,Other,unknown,unknown,Good Deal,unknown,unknown,Cadillac,XT5,Good Rating,Low Volume Sellers,False,Medium-Frequency Sources,True
6402395,3.6L V6,HomeNet Automotive,IA,Gasoline,Black,black,8-Speed Automatic,Great Deal,4WD,Limited,Jeep,Grand Cherokee,Good Rating,Medium Volume Sellers,False,High-Frequency Sources,False
6404077,V6,Inventory Command Center,TN,Gasoline,White,other,8-Speed Automatic,Fair Price,AWD,Platinum,Cadillac,XT5,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,True
6405322,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),TX,Gasoline,Red,unknown,8-Speed Automatic,Good Deal,AWD,Luxury,Cadillac,XT5,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,False
6407176,V6,Inventory Command Center,WI,Gasoline,Red,beige,Other,Good Deal,AWD,Luxury,Cadillac,XT5,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
6410663,3.0L V6,Digital Motorworks (DMi),MO,Diesel,Silver,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
6410752,3.6L V6,Digital Motorworks (DMi),PA,E85 Flex Fuel,Black,black,8-Speed Automatic,Great Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
6416095,3.6L V6,Inventory Command Center,NE,Gasoline,Red,other,Automatic 8-Speed,Good Deal,AWD,Luxury,Cadillac,XT5,Excellent Rating,Rare Sellers,False,High-Frequency Sources,False
6423498,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),UT,Gasoline,Silver,black,8-Speed Automatic,Good Deal,AWD,Luxury,Cadillac,XT5,Good Rating,Medium Volume Sellers,False,High-Frequency Sources,False
6423537,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),NY,Gasoline,Other,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Average Rating,Low Volume Sellers,False,High-Frequency Sources,False
6424520,3.6L V6,Digital Motorworks (DMi),WI,E85 Flex Fuel,Silver,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,False
6424615,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),IL,Gasoline,White,other,8-Speed Automatic,Great Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
6428794,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),WI,Gasoline,White,black,8-Speed Automatic,Good Deal,FWD,Premium Luxury,Cadillac,XT5,Good Rating,Low Volume Sellers,False,High-Frequency Sources,True
6433095,3.6L V6,Cadillac Certified Program,FL,Gasoline,Silver,unknown,8-Speed Automatic,Good Deal,FWD,unknown,Cadillac,XT5,Excellent Rating,Medium Volume Sellers,False,Medium-Frequency Sources,True
6436190,3.6L V6,HomeNet Automotive,OH,Gasoline,White,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Medium Volume Sellers,False,High-Frequency Sources,False
6437240,unknown,Jeep Certified Program,IN,Gasoline,White,unknown,Automatic,Fair Price,unknown,unknown,Jeep,Grand Cherokee,Average Rating,Low Volume Sellers,False,Medium-Frequency Sources,True
6438414,3.6L V6 24V MPFI DOHC,Digital Motorworks (DMi),IN,Gasoline,White,brown,8-Speed Automatic,Fair Price,unknown,Premium Luxury,Jeep,Grand Cherokee,Average Rating,Low Volume Sellers,False,High-Frequency Sources,False
6441959,3.6L V6,Inventory Command Center,NY,Gasoline,Black,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
6448909,3.6L V6,HomeNet Automotive,IL,Gasoline,Black,black,8-Speed Automatic,Good Deal,4WD,Premium Luxury,Jeep,Grand Cherokee,Excellent Rating,Low Volume Sellers,False,High-Frequency Sources,False
6448968,3.6L V6,Inventory Command Center,IL,Gasoline,Other,black,8-Speed Automatic,Good Deal,4WD,Limited,Jeep,Grand Cherokee,Average Rating,Rare Sellers,False,High-Frequency Sources,False
6452574,3.6L V6,HomeNet Automotive,TX,Gasoline,Black,black,8-Speed Automatic,Good Deal,FWD,Premium Luxury,Cadillac,XT5,Good Rating,Rare Sellers,False,High-Frequency Sources,True
6453143,3.6L V6 24V GDI DOHC,Digital Motorworks (DMi),IL,Gasoline,Silver,black,8-Speed Automatic,Good Deal,AWD,Premium Luxury,Cadillac,XT5,Good Rating,Low Volume Sellers,False,High-Frequency Sources,False
6455133,3.6L V6,HomeNet Automotive,FL,Gasoline,White,beige,8-Speed Automatic,Good Deal,FWD,Premium Luxury,Cadillac,XT5,Average Rating,High Volume Sellers,False,High-Frequency Sources,False
